ΤΚ,Περιοχή,Ζώνη,"Συνολική κατανάλωση","Ημέρες κατανάλωσης","Μέση ημερήσια κατανάλωση","Πλήθος παροχών","Μήνας κατανάλωσης"
17343,"ΑΓ. ΔΗΜΗΤΡΙΟΣ","Κλάση A","1,036",32029,0.03,2819,06/2022
17343,"ΑΓ. ΔΗΜΗΤΡΙΟΣ","Κλάση Β","22,687",81640,0.28,2726,06/2022
17343,"ΑΓ. ΔΗΜΗΤΡΙΟΣ","Κλάση Γ","10,840",17038,0.64,570,06/2022
17343,"ΑΓ. ΔΗΜΗΤΡΙΟΣ","Κλάση Δ","2,238",1393,1.61,49,06/2022
17343,"ΑΓ. ΔΗΜΗΤΡΙΟΣ","Κλάση Ε",158,30,5.27,1,06/2022
17343,ΑΓΡΙΛΙΟΣ,"Κλάση A",2,90,0.02,3,06/2022
17343,ΑΓΡΙΛΙΟΣ,"Κλάση Β",90,300,0.30,10,06/2022
17343,ΑΝΘΕΩΝ,"Κλάση A",462,13723,0.03,780,06/2022
17343,ΑΝΘΕΩΝ,"Κλάση Β","10,145",35484,0.29,1183,06/2022
17343,ΑΝΘΕΩΝ,"Κλάση Γ","5,788",9120,0.63,304,06/2022
17343,ΑΝΘΕΩΝ,"Κλάση Δ",957,600,1.60,20,06/2022
17343,ΑΝΘΕΩΝ,"Κλάση Ε","1,324",90,14.71,3,06/2022
17343,ΑΝΟΙΞΗ,"Κλάση A",35,930,0.04,31,06/2022
17343,ΑΝΟΙΞΗ,"Κλάση Β","1,019",3300,0.31,110,06/2022
17343,ΑΝΟΙΞΗ,"Κλάση Γ","1,198",1890,0.63,63,06/2022
17343,ΑΝΟΙΞΗ,"Κλάση Δ",284,210,1.35,7,06/2022
17343,ΑΝΟΙΞΗ,"Κλάση Ε",482,30,16.07,1,06/2022
17343,ΑΣΥΡΜΑΤΟΣ,"Κλάση Β",9,30,0.30,1,06/2022
17343,ΑΣΥΡΜΑΤΟΣ,"Κλάση Δ",42,30,1.40,1,06/2022
17343,ΕΛΗΑ,"Κλάση A",200,6543,0.03,219,06/2022
17343,ΕΛΗΑ,"Κλάση Β","4,570",16227,0.28,541,06/2022
17343,ΕΛΗΑ,"Κλάση Γ","2,125",3360,0.63,112,06/2022
17343,ΕΛΗΑ,"Κλάση Δ",494,270,1.83,9,06/2022
17343,ΕΛΗΑ,"Κλάση Ε",936,30,31.20,1,06/2022
17343,ΣΑΡΩΝΙΚΟΣ,"Κλάση A",137,4417,0.03,148,06/2022
17343,ΣΑΡΩΝΙΚΟΣ,"Κλάση Β","3,741",12593,0.30,420,06/2022
17343,ΣΑΡΩΝΙΚΟΣ,"Κλάση Γ","2,381",3810,0.62,127,06/2022
17343,ΣΑΡΩΝΙΚΟΣ,"Κλάση Δ",533,330,1.62,11,06/2022
17343,ΣΑΡΩΝΙΚΟΣ,"Κλάση Ε",650,30,21.67,1,06/2022
17372,ΕΛΗΑ,"Κλάση Β",12,60,0.20,2,06/2022
17372,ΕΛΗΑ,"Κλάση Γ",19,30,0.63,1,06/2022
17372,ΕΛΗΑ,"Κλάση Δ",51,30,1.70,1,06/2022
17436,ΑΛΙΜΟΣ,"Κλάση Β",30,90,0.33,3,06/2022
17436,ΑΛΙΜΟΣ,"Κλάση Δ",37,30,1.23,1,06/2022
17455,ΑΛΙΜΟΣ,"Κλάση A",442,15868,0.03,550,06/2022
17455,ΑΛΙΜΟΣ,"Κλάση Β","16,789",58012,0.29,1939,06/2022
17455,ΑΛΙΜΟΣ,"Κλάση Γ","13,724",20682,0.66,698,06/2022
17455,ΑΛΙΜΟΣ,"Κλάση Δ","9,823",6121,1.60,206,06/2022
17455,ΑΛΙΜΟΣ,"Κλάση Ε","1,642",178,9.22,6,06/2022
17455,ΑΜΠΕΛΑΚΙΑ,"Κλάση A",93,2552,0.04,87,06/2022
17455,ΑΜΠΕΛΑΚΙΑ,"Κλάση Β","4,293",14475,0.30,483,06/2022
17455,ΑΜΠΕΛΑΚΙΑ,"Κλάση Γ","3,394",5216,0.65,177,06/2022
17455,ΑΜΠΕΛΑΚΙΑ,"Κλάση Δ","1,249",797,1.57,28,06/2022
17455,ΚΑΛΑΜΑΚΙ,"Κλάση A","2,883",83784,0.03,2857,06/2022
17455,ΚΑΛΑΜΑΚΙ,"Κλάση Β","58,208",215395,0.27,7193,06/2022
17455,ΚΑΛΑΜΑΚΙ,"Κλάση Γ","29,610",45888,0.65,1544,06/2022
17455,ΚΑΛΑΜΑΚΙ,"Κλάση Δ","10,378",6505,1.60,227,06/2022
17455,ΚΑΛΑΜΑΚΙ,"Κλάση Ε","3,314",397,8.35,14,06/2022
17455,ΤΡΑΥΜΑΤΙΩΝ,"Κλάση A",24,721,0.03,25,06/2022
17455,ΤΡΑΥΜΑΤΙΩΝ,"Κλάση Β",723,2399,0.30,80,06/2022
17455,ΤΡΑΥΜΑΤΙΩΝ,"Κλάση Γ",436,615,0.71,21,06/2022
17455,ΤΡΑΥΜΑΤΙΩΝ,"Κλάση Δ",182,135,1.35,6,06/2022
17455,ΤΡΑΥΜΑΤΙΩΝ,"Κλάση Ε",237,30,7.90,1,06/2022
17455,ΤΡΑΧΩΝΕΣ,"Κλάση A",1,30,0.03,1,06/2022
17455,ΤΡΑΧΩΝΕΣ,"Κλάση Β",57,210,0.27,7,06/2022
17455,ΤΡΑΧΩΝΕΣ,"Κλάση Γ",29,30,0.97,1,06/2022
17455,ΤΡΑΧΩΝΕΣ,"Κλάση Δ",48,30,1.60,1,06/2022
17455,ΧΑΣΑΝΙ,"Κλάση A",0,120,0.00,6,06/2022
17455,ΧΑΣΑΝΙ,"Κλάση Β",26,90,0.29,3,06/2022
17455,ΧΑΣΑΝΙ,"Κλάση Γ",86,120,0.72,4,06/2022
17455,ΧΑΣΑΝΙ,"Κλάση Δ",180,90,2.00,3,06/2022
17455,ΧΑΣΑΝΙ,"Κλάση Ε",244,30,8.13,1,06/2022
17456,,"Κλάση A",0,1,0.00,1,06/2022
17456,,"Κλάση Δ",67,30,2.23,1,06/2022
17456,"ΑΓ. ΠΑΝΤΕΛΕΗΜΩΝ","Κλάση A",364,11258,0.03,377,06/2022
17456,"ΑΓ. ΠΑΝΤΕΛΕΗΜΩΝ","Κλάση Β","8,363",30199,0.28,1008,06/2022
17456,"ΑΓ. ΠΑΝΤΕΛΕΗΜΩΝ","Κλάση Γ","4,663",7341,0.64,246,06/2022
17456,"ΑΓ. ΠΑΝΤΕΛΕΗΜΩΝ","Κλάση Δ","1,353",809,1.67,27,06/2022
17456,"ΑΓ. ΠΑΝΤΕΛΕΗΜΩΝ","Κλάση Ε",471,60,7.85,2,06/2022
17456,ΑΛΙΜΟΣ,"Κλάση A",60,1831,0.03,66,06/2022
17456,ΑΛΙΜΟΣ,"Κλάση Β","2,407",8070,0.30,269,06/2022
17456,ΑΛΙΜΟΣ,"Κλάση Γ","2,230",3240,0.69,109,06/2022
17456,ΑΛΙΜΟΣ,"Κλάση Δ","1,070",750,1.43,26,06/2022
17456,ΑΛΙΜΟΣ,"Κλάση Ε","1,137",60,18.95,2,06/2022
17456,ΕΚΤΕΛΩΝΙΣΤΩΝ,"Κλάση A",452,12062,0.04,404,06/2022
17456,ΕΚΤΕΛΩΝΙΣΤΩΝ,"Κλάση Β","10,871",37798,0.29,1260,06/2022
17456,ΕΚΤΕΛΩΝΙΣΤΩΝ,"Κλάση Γ","5,520",8607,0.64,287,06/2022
17456,ΕΚΤΕΛΩΝΙΣΤΩΝ,"Κλάση Δ","1,460",873,1.67,30,06/2022
17456,ΕΚΤΕΛΩΝΙΣΤΩΝ,"Κλάση Ε",401,60,6.68,2,06/2022
17456,ΕΦΟΡΙΑΚΩΝ,"Κλάση A",279,9234,0.03,310,06/2022
17456,ΕΦΟΡΙΑΚΩΝ,"Κλάση Β","9,231",32391,0.28,1081,06/2022
17456,ΕΦΟΡΙΑΚΩΝ,"Κλάση Γ","5,382",8470,0.64,284,06/2022
17456,ΕΦΟΡΙΑΚΩΝ,"Κλάση Δ","1,871",1110,1.69,37,06/2022
17456,ΕΦΟΡΙΑΚΩΝ,"Κλάση Ε","1,481",180,8.23,6,06/2022
17456,ΚΑΛΑΜΑΚΙ,"Κλάση A",179,5410,0.03,191,06/2022
17456,ΚΑΛΑΜΑΚΙ,"Κλάση Β","1,821",7250,0.25,242,06/2022
17456,ΚΑΛΑΜΑΚΙ,"Κλάση Γ",675,1080,0.63,36,06/2022
17456,ΚΑΛΑΜΑΚΙ,"Κλάση Δ",925,510,1.81,17,06/2022
17456,ΚΑΛΑΜΑΚΙ,"Κλάση Ε","2,502",90,27.80,3,06/2022
17456,ΚΥΘΗΡΙΩΝ,"Κλάση A",119,4607,0.03,157,06/2022
17456,ΚΥΘΗΡΙΩΝ,"Κλάση Β","5,866",19451,0.30,650,06/2022
17456,ΚΥΘΗΡΙΩΝ,"Κλάση Γ","7,026",10410,0.67,348,06/2022
17456,ΚΥΘΗΡΙΩΝ,"Κλάση Δ","2,751",1922,1.43,65,06/2022
17456,ΚΥΘΗΡΙΩΝ,"Κλάση Ε","2,883",150,19.22,5,06/2022
17456,ΤΡΑΥΜΑΤΙΩΝ,"Κλάση A",413,10526,0.04,357,06/2022
17456,ΤΡΑΥΜΑΤΙΩΝ,"Κλάση Β","10,823",37925,0.29,1266,06/2022
17456,ΤΡΑΥΜΑΤΙΩΝ,"Κλάση Γ","6,153",9659,0.64,324,06/2022
17456,ΤΡΑΥΜΑΤΙΩΝ,"Κλάση Δ","1,183",810,1.46,27,06/2022
17456,ΤΡΑΥΜΑΤΙΩΝ,"Κλάση Ε",422,30,14.07,1,06/2022
17561,ΑΜΦΙΘΕΑ,"Κλάση A",27,826,0.03,34,06/2022
17561,ΑΜΦΙΘΕΑ,"Κλάση Β",392,1548,0.25,61,06/2022
17561,ΑΜΦΙΘΕΑ,"Κλάση Γ",129,206,0.63,10,06/2022
17561,"ΠΑΛΑΙΟ ΦΑΛΗΡΟ","Κλάση A","3,476",100058,0.03,4021,06/2022
17561,"ΠΑΛΑΙΟ ΦΑΛΗΡΟ","Κλάση Β","50,213",193505,0.26,7407,06/2022
17561,"ΠΑΛΑΙΟ ΦΑΛΗΡΟ","Κλάση Γ","16,872",26742,0.63,1288,06/2022
17561,"ΠΑΛΑΙΟ ΦΑΛΗΡΟ","Κλάση Δ","7,221",4153,1.74,220,06/2022
17561,"ΠΑΛΑΙΟ ΦΑΛΗΡΟ","Κλάση Ε","7,154",372,19.23,20,06/2022
17562,ΑΜΦΙΘΕΑ,"Κλάση A",28,1112,0.03,42,06/2022
17562,ΑΜΦΙΘΕΑ,"Κλάση Β",398,1533,0.26,57,06/2022
17562,ΑΜΦΙΘΕΑ,"Κλάση Γ",191,296,0.65,14,06/2022
17562,ΑΜΦΙΘΕΑ,"Κλάση Δ",292,149,1.96,5,06/2022
17562,ΑΜΦΙΘΕΑ,"Κλάση Ε","4,030",30,134.33,1,06/2022
17562,"ΠΑΛΑΙΟ ΦΑΛΗΡΟ","Κλάση A","2,567",74920,0.03,3039,06/2022
17562,"ΠΑΛΑΙΟ ΦΑΛΗΡΟ","Κλάση Β","45,284",171438,0.26,6509,06/2022
17562,"ΠΑΛΑΙΟ ΦΑΛΗΡΟ","Κλάση Γ","17,231",27036,0.64,1281,06/2022
17562,"ΠΑΛΑΙΟ ΦΑΛΗΡΟ","Κλάση Δ","4,621",2963,1.56,185,06/2022
17562,"ΠΑΛΑΙΟ ΦΑΛΗΡΟ","Κλάση Ε","2,959",225,13.15,12,06/2022
17563,"ΑΓ. ΒΑΡΒΑΡΑ","Κλάση A",763,19869,0.04,867,06/2022
17563,"ΑΓ. ΒΑΡΒΑΡΑ","Κλάση Β","18,643",67426,0.28,2513,06/2022
17563,"ΑΓ. ΒΑΡΒΑΡΑ","Κλάση Γ","7,325",11787,0.62,517,06/2022
17563,"ΑΓ. ΒΑΡΒΑΡΑ","Κλάση Δ","1,613",1039,1.55,63,06/2022
17563,"ΑΓ. ΒΑΡΒΑΡΑ","Κλάση Ε",255,37,6.89,2,06/2022
17563,ΑΜΦΙΘΕΑ,"Κλάση A","1,724",46366,0.04,1898,06/2022
17563,ΑΜΦΙΘΕΑ,"Κλάση Β","40,913",147612,0.28,5389,06/2022
17563,ΑΜΦΙΘΕΑ,"Κλάση Γ","17,592",28218,0.62,1164,06/2022
17563,ΑΜΦΙΘΕΑ,"Κλάση Δ","3,570",2293,1.56,120,06/2022
17563,ΑΜΦΙΘΕΑ,"Κλάση Ε",545,70,7.79,4,06/2022
17563,"ΠΑΛΑΙΟ ΦΑΛΗΡΟ","Κλάση A",394,11806,0.03,472,06/2022
17563,"ΠΑΛΑΙΟ ΦΑΛΗΡΟ","Κλάση Β","8,689",30968,0.28,1149,06/2022
17563,"ΠΑΛΑΙΟ ΦΑΛΗΡΟ","Κλάση Γ","3,658",5804,0.63,255,06/2022
17563,"ΠΑΛΑΙΟ ΦΑΛΗΡΟ","Κλάση Δ","1,026",544,1.89,29,06/2022
17563,"ΠΑΛΑΙΟ ΦΑΛΗΡΟ","Κλάση Ε",56,8,7.00,2,06/2022
17564,ΑΜΦΙΘΕΑ,"Κλάση A","1,602",48705,0.03,3009,06/2022
17564,ΑΜΦΙΘΕΑ,"Κλάση Β","34,901",129847,0.27,4810,06/2022
17564,ΑΜΦΙΘΕΑ,"Κλάση Γ","16,042",25177,0.64,1066,06/2022
17564,ΑΜΦΙΘΕΑ,"Κλάση Δ","7,865",4435,1.77,209,06/2022
17564,ΑΜΦΙΘΕΑ,"Κλάση Ε","2,512",303,8.29,17,06/2022
17564,"ΠΑΛΑΙΟ ΦΑΛΗΡΟ","Κλάση A",68,2274,0.03,251,06/2022
17564,"ΠΑΛΑΙΟ ΦΑΛΗΡΟ","Κλάση Β","1,905",6954,0.27,254,06/2022
17564,"ΠΑΛΑΙΟ ΦΑΛΗΡΟ","Κλάση Γ",776,1163,0.67,46,06/2022
17564,"ΠΑΛΑΙΟ ΦΑΛΗΡΟ","Κλάση Δ",417,246,1.70,12,06/2022
17671,ΚΑΛΛΙΘΕΑ,"Κλάση A","2,184",68039,0.03,2283,06/2022
17671,ΚΑΛΛΙΘΕΑ,"Κλάση Β","28,090",111129,0.25,3712,06/2022
17671,ΚΑΛΛΙΘΕΑ,"Κλάση Γ","8,521",13537,0.63,455,06/2022
17671,ΚΑΛΛΙΘΕΑ,"Κλάση Δ","2,489",1439,1.73,48,06/2022
17671,ΚΑΛΛΙΘΕΑ,"Κλάση Ε",232,30,7.73,1,06/2022
17671,"ΛΟΦΟΣ ΣΙΚΕΛΙΑΣ","Κλάση A",237,8040,0.03,269,06/2022
17671,"ΛΟΦΟΣ ΣΙΚΕΛΙΑΣ","Κλάση Β","2,773",11220,0.25,374,06/2022
17671,"ΛΟΦΟΣ ΣΙΚΕΛΙΑΣ","Κλάση Γ","1,364",1950,0.70,65,06/2022
17671,"ΛΟΦΟΣ ΣΙΚΕΛΙΑΣ","Κλάση Δ",993,450,2.21,15,06/2022
17671,"ΛΟΦΟΣ ΣΙΚΕΛΙΑΣ","Κλάση Ε",786,30,26.20,1,06/2022
17671,ΠΑΝΤΕΙΟΣ,"Κλάση A",335,11850,0.03,397,06/2022
17671,ΠΑΝΤΕΙΟΣ,"Κλάση Β","3,315",13566,0.24,454,06/2022
17671,ΠΑΝΤΕΙΟΣ,"Κλάση Γ","1,330",2034,0.65,68,06/2022
17671,ΠΑΝΤΕΙΟΣ,"Κλάση Δ",776,480,1.62,16,06/2022
17671,ΠΑΝΤΕΙΟΣ,"Κλάση Ε",866,30,28.87,1,06/2022
17671,ΧΑΡΟΚΟΠΟΥ,"Κλάση A",942,30048,0.03,1009,06/2022
17671,ΧΑΡΟΚΟΠΟΥ,"Κλάση Β","11,953",46536,0.26,1552,06/2022
17671,ΧΑΡΟΚΟΠΟΥ,"Κλάση Γ","3,326",5340,0.62,178,06/2022
17671,ΧΑΡΟΚΟΠΟΥ,"Κλάση Δ",587,422,1.39,15,06/2022
17671,ΧΑΡΟΚΟΠΟΥ,"Κλάση Ε",688,60,11.47,2,06/2022
17672,ΚΑΛΛΙΘΕΑ,"Κλάση A","3,137",106358,0.03,3571,06/2022
17672,ΚΑΛΛΙΘΕΑ,"Κλάση Β","35,420",144052,0.25,4810,06/2022
17672,ΚΑΛΛΙΘΕΑ,"Κλάση Γ","10,085",16250,0.62,546,06/2022
17672,ΚΑΛΛΙΘΕΑ,"Κλάση Δ","1,944",1179,1.65,41,06/2022
17672,"ΛΟΦΟΣ ΣΙΚΕΛΙΑΣ","Κλάση A",55,2040,0.03,68,06/2022
17672,"ΛΟΦΟΣ ΣΙΚΕΛΙΑΣ","Κλάση Β",447,1920,0.23,64,06/2022
17672,"ΛΟΦΟΣ ΣΙΚΕΛΙΑΣ","Κλάση Γ",202,300,0.67,10,06/2022
17672,"ΛΟΦΟΣ ΣΙΚΕΛΙΑΣ","Κλάση Δ",238,180,1.32,6,06/2022
17672,ΧΑΡΟΚΟΠΟΥ,"Κλάση A","1,301",44373,0.03,1489,06/2022
17672,ΧΑΡΟΚΟΠΟΥ,"Κλάση Β","15,475",61851,0.25,2065,06/2022
17672,ΧΑΡΟΚΟΠΟΥ,"Κλάση Γ","4,052",6576,0.62,222,06/2022
17672,ΧΑΡΟΚΟΠΟΥ,"Κλάση Δ",731,540,1.35,18,06/2022
17673,"ΑΓ. ΕΛΕΟΥΣΑ","Κλάση A",86,2850,0.03,95,06/2022
17673,"ΑΓ. ΕΛΕΟΥΣΑ","Κλάση Β","1,164",4560,0.26,152,06/2022
17673,"ΑΓ. ΕΛΕΟΥΣΑ","Κλάση Γ",269,420,0.64,14,06/2022
17673,"ΑΓ. ΕΛΕΟΥΣΑ","Κλάση Δ",133,60,2.22,2,06/2022
17673,ΚΑΛΛΙΘΕΑ,"Κλάση A","4,123",135739,0.03,4534,06/2022
17673,ΚΑΛΛΙΘΕΑ,"Κλάση Β","53,315",209293,0.25,6978,06/2022
17673,ΚΑΛΛΙΘΕΑ,"Κλάση Γ","15,977",25650,0.62,855,06/2022
17673,ΚΑΛΛΙΘΕΑ,"Κλάση Δ","2,444",1507,1.62,52,06/2022
17673,ΚΑΛΛΙΘΕΑ,"Κλάση Ε",139,9,15.44,1,06/2022
17673,"ΛΟΦΟΣ ΣΙΚΕΛΙΑΣ","Κλάση A",127,4529,0.03,153,06/2022
17673,"ΛΟΦΟΣ ΣΙΚΕΛΙΑΣ","Κλάση Β",843,3361,0.25,113,06/2022
17673,"ΛΟΦΟΣ ΣΙΚΕΛΙΑΣ","Κλάση Γ",436,628,0.69,21,06/2022
17673,"ΛΟΦΟΣ ΣΙΚΕΛΙΑΣ","Κλάση Δ",636,360,1.77,12,06/2022
17673,"ΛΟΦΟΣ ΣΙΚΕΛΙΑΣ","Κλάση Ε",372,30,12.40,1,06/2022
17673,ΤΖΙΤΖΙΦΙΕΣ,"Κλάση A",950,32410,0.03,1083,06/2022
17673,ΤΖΙΤΖΙΦΙΕΣ,"Κλάση Β","14,517",56188,0.26,1874,06/2022
17673,ΤΖΙΤΖΙΦΙΕΣ,"Κλάση Γ","5,099",8264,0.62,277,06/2022
17673,ΤΖΙΤΖΙΦΙΕΣ,"Κλάση Δ",768,480,1.60,16,06/2022
17674,ΚΑΛΛΙΘΕΑ,"Κλάση A",55,1860,0.03,62,06/2022
17674,ΚΑΛΛΙΘΕΑ,"Κλάση Β","1,229",4500,0.27,150,06/2022
17674,ΚΑΛΛΙΘΕΑ,"Κλάση Γ",521,810,0.64,27,06/2022
17674,ΚΑΛΛΙΘΕΑ,"Κλάση Δ",160,120,1.33,4,06/2022
17674,"ΛΟΦΟΣ ΣΙΚΕΛΙΑΣ","Κλάση A",130,4260,0.03,142,06/2022
17674,"ΛΟΦΟΣ ΣΙΚΕΛΙΑΣ","Κλάση Β","1,345",5370,0.25,179,06/2022
17674,"ΛΟΦΟΣ ΣΙΚΕΛΙΑΣ","Κλάση Γ",494,750,0.66,25,06/2022
17674,"ΛΟΦΟΣ ΣΙΚΕΛΙΑΣ","Κλάση Δ",478,360,1.33,12,06/2022
17674,ΤΖΙΤΖΙΦΙΕΣ,"Κλάση A","1,906",62092,0.03,2084,06/2022
17674,ΤΖΙΤΖΙΦΙΕΣ,"Κλάση Β","32,518",122032,0.27,4072,06/2022
17674,ΤΖΙΤΖΙΦΙΕΣ,"Κλάση Γ","13,065",20638,0.63,691,06/2022
17674,ΤΖΙΤΖΙΦΙΕΣ,"Κλάση Δ","4,832",2582,1.87,87,06/2022
17674,ΤΖΙΤΖΙΦΙΕΣ,"Κλάση Ε","5,073",190,26.70,7,06/2022
17675,"ΑΓ. ΕΛΕΟΥΣΑ","Κλάση A",611,18448,0.03,616,06/2022
17675,"ΑΓ. ΕΛΕΟΥΣΑ","Κλάση Β","9,654",35670,0.27,1189,06/2022
17675,"ΑΓ. ΕΛΕΟΥΣΑ","Κλάση Γ","3,253",5280,0.62,176,06/2022
17675,"ΑΓ. ΕΛΕΟΥΣΑ","Κλάση Δ",668,420,1.59,14,06/2022
17675,ΗΛ.ΣΤΑΘΜΟΣ,"Κλάση A",110,3510,0.03,117,06/2022
17675,ΗΛ.ΣΤΑΘΜΟΣ,"Κλάση Β","1,612",6180,0.26,206,06/2022
17675,ΗΛ.ΣΤΑΘΜΟΣ,"Κλάση Γ",536,840,0.64,28,06/2022
17675,ΗΛ.ΣΤΑΘΜΟΣ,"Κλάση Δ",51,30,1.70,1,06/2022
17675,ΚΑΛΛΙΘΕΑ,"Κλάση A","2,155",70695,0.03,2360,06/2022
17675,ΚΑΛΛΙΘΕΑ,"Κλάση Β","30,361",117251,0.26,3909,06/2022
17675,ΚΑΛΛΙΘΕΑ,"Κλάση Γ","10,166",16500,0.62,550,06/2022
17675,ΚΑΛΛΙΘΕΑ,"Κλάση Δ","1,521",930,1.64,31,06/2022
17675,ΚΑΛΛΙΘΕΑ,"Κλάση Ε",324,60,5.40,2,06/2022
17675,"ΛΟΦΟΣ ΣΙΚΕΛΙΑΣ","Κλάση A",142,5565,0.03,187,06/2022
17675,"ΛΟΦΟΣ ΣΙΚΕΛΙΑΣ","Κλάση Β","2,220",8476,0.26,283,06/2022
17675,"ΛΟΦΟΣ ΣΙΚΕΛΙΑΣ","Κλάση Γ","1,095",1680,0.65,56,06/2022
17675,"ΛΟΦΟΣ ΣΙΚΕΛΙΑΣ","Κλάση Δ",798,420,1.90,14,06/2022
17675,"ΛΟΦΟΣ ΣΙΚΕΛΙΑΣ","Κλάση Ε",644,90,7.16,3,06/2022
17675,ΤΖΙΤΖΙΦΙΕΣ,"Κλάση A",532,17938,0.03,599,06/2022
17675,ΤΖΙΤΖΙΦΙΕΣ,"Κλάση Β","11,520",42309,0.27,1411,06/2022
17675,ΤΖΙΤΖΙΦΙΕΣ,"Κλάση Γ","5,310",8550,0.62,285,06/2022
17675,ΤΖΙΤΖΙΦΙΕΣ,"Κλάση Δ","1,263",741,1.70,25,06/2022
17675,ΤΖΙΤΖΙΦΙΕΣ,"Κλάση Ε","1,209",90,13.43,3,06/2022
17676,"ΑΓ. ΕΛΕΟΥΣΑ","Κλάση A",388,10680,0.04,356,06/2022
17676,"ΑΓ. ΕΛΕΟΥΣΑ","Κλάση Β","4,778",18420,0.26,614,06/2022
17676,"ΑΓ. ΕΛΕΟΥΣΑ","Κλάση Γ","1,471",2370,0.62,79,06/2022
17676,"ΑΓ. ΕΛΕΟΥΣΑ","Κλάση Δ",147,120,1.23,4,06/2022
17676,ΗΛ.ΣΤΑΘΜΟΣ,"Κλάση A",190,6720,0.03,225,06/2022
17676,ΗΛ.ΣΤΑΘΜΟΣ,"Κλάση Β","3,251",12210,0.27,407,06/2022
17676,ΗΛ.ΣΤΑΘΜΟΣ,"Κλάση Γ","1,370",2190,0.63,73,06/2022
17676,ΗΛ.ΣΤΑΘΜΟΣ,"Κλάση Δ",473,330,1.43,11,06/2022
17676,ΚΑΛΛΙΘΕΑ,"Κλάση A","2,971",99757,0.03,3330,06/2022
17676,ΚΑΛΛΙΘΕΑ,"Κλάση Β","36,037",145185,0.25,4840,06/2022
17676,ΚΑΛΛΙΘΕΑ,"Κλάση Γ","11,038",17707,0.62,592,06/2022
17676,ΚΑΛΛΙΘΕΑ,"Κλάση Δ","3,461",2183,1.59,74,06/2022
17676,ΚΑΛΛΙΘΕΑ,"Κλάση Ε",831,90,9.23,3,06/2022
17676,"ΛΟΦΟΣ ΣΙΚΕΛΙΑΣ","Κλάση A",58,1500,0.04,50,06/2022
17676,"ΛΟΦΟΣ ΣΙΚΕΛΙΑΣ","Κλάση Β",426,1710,0.25,57,06/2022
17676,"ΛΟΦΟΣ ΣΙΚΕΛΙΑΣ","Κλάση Γ",141,210,0.67,7,06/2022
17676,"ΛΟΦΟΣ ΣΙΚΕΛΙΑΣ","Κλάση Δ",403,330,1.22,11,06/2022
17676,ΣΤΑΘΜΟΣ,"Κλάση A",2,120,0.02,4,06/2022
17676,ΣΤΑΘΜΟΣ,"Κλάση Β",14,60,0.23,2,06/2022
17676,ΣΤΑΘΜΟΣ,"Κλάση Γ",16,30,0.53,1,06/2022
17676,ΣΤΑΘΜΟΣ,"Κλάση Δ",89,60,1.48,2,06/2022
17676,ΧΑΡΟΚΟΠΟΥ,"Κλάση A",425,14070,0.03,469,06/2022
17676,ΧΑΡΟΚΟΠΟΥ,"Κλάση Β","5,528",22540,0.25,752,06/2022
17676,ΧΑΡΟΚΟΠΟΥ,"Κλάση Γ","1,769",2780,0.64,93,06/2022
17676,ΧΑΡΟΚΟΠΟΥ,"Κλάση Δ",541,240,2.25,8,06/2022
17676,ΧΑΡΟΚΟΠΟΥ,"Κλάση Ε",165,30,5.50,1,06/2022
17778,ΒΟΤΑΝΙΚΟΣ,"Κλάση A",2,90,0.02,11,06/2022
17778,ΒΟΤΑΝΙΚΟΣ,"Κλάση Β",12,30,0.40,1,06/2022
17778,ΒΟΤΑΝΙΚΟΣ,"Κλάση Γ",42,60,0.70,2,06/2022
17778,ΒΟΤΑΝΙΚΟΣ,"Κλάση Δ",366,150,2.44,5,06/2022
17778,ΒΟΤΑΝΙΚΟΣ,"Κλάση Ε",156,30,5.20,1,06/2022
17778,ΠΕΡΙΒΟΛΙΑ,"Κλάση A",2,120,0.02,4,06/2022
17778,ΠΕΡΙΒΟΛΙΑ,"Κλάση Β",36,150,0.24,5,06/2022
17778,ΠΕΡΙΒΟΛΙΑ,"Κλάση Γ",78,120,0.65,4,06/2022
17778,ΠΕΡΙΒΟΛΙΑ,"Κλάση Δ",176,120,1.47,4,06/2022
17778,ΤΑΥΡΟΣ,"Κλάση A","1,633",55007,0.03,3871,06/2022
17778,ΤΑΥΡΟΣ,"Κλάση Β","31,949",117366,0.27,3915,06/2022
17778,ΤΑΥΡΟΣ,"Κλάση Γ","15,077",23701,0.64,791,06/2022
17778,ΤΑΥΡΟΣ,"Κλάση Δ","7,123",4080,1.75,136,06/2022
17778,ΤΑΥΡΟΣ,"Κλάση Ε","3,026",279,10.85,10,06/2022
18120,"ΑΓ. ΒΑΡΒΑΡΑ","Κλάση A",479,14533,0.03,488,06/2022
18120,"ΑΓ. ΒΑΡΒΑΡΑ","Κλάση Β","7,003",26086,0.27,870,06/2022
18120,"ΑΓ. ΒΑΡΒΑΡΑ","Κλάση Γ","3,051",4778,0.64,160,06/2022
18120,"ΑΓ. ΒΑΡΒΑΡΑ","Κλάση Δ",685,442,1.55,16,06/2022
18120,"ΑΓ. ΒΑΡΒΑΡΑ","Κλάση Ε","1,280",60,21.33,2,06/2022
18120,"ΑΓ. ΓΕΩΡΓΙΟΣ","Κλάση A",899,30379,0.03,1024,06/2022
